0.3762782	0.3453223	0.3223514	0.3096619	0.3002685	0.2938064	0.2860966	0.2799050	0.2770537	0.2722592	0.2675488	0.2652244	0.2642303	0.2611351	0.2565017	0.2534804	0.2500579	0.248593	0.2485696	0.2512596	0.2525302	0.2481645	0.2459339	0.2461771	0.2466909	0.2495821	0.2472865	0.2452083	0.2453188	0.2456884	0.2458365	0.2463656	0.2482435	0.2488718	0.2480748	0.2471896	0.247006	0.245981	0.2427771	0.2438767	0.2440192	0.2448227	0.2473703	0.2501195	0.2476466	0.2446223	0.241058	0.2399802	0.2430447	0.2462140	0.2429709	0.2395358	0.2397562	0.2419323	0.241434	0.2415173	0.2409906	0.240777	0.2386194	0.2375908	0.2384786	0.2401349	0.2377149	0.2360091	0.2363469	0.2374716	0.2357347	0.2345922	0.2357401	0.2379352	0.2379454	0.2377069	0.235681	0.2345586	0.2353382	0.2373248	0.2372667	0.2372354	0.2357801	0.2349253	0.2322896	0.2312312	0.2321355	0.2342557	0.2357944	0.2376577	0.2396072	0.2380640	0.2369430	0.2368121	0.2363920	0.2368089	0.237392	0.2345946	0.2319790	0.2306323	0.2294443	0.2296793	0.2303451	0.2298799	0.2298698	0.2310317	0.2323511	0.234559	0.2363191	0.2355328	0.2341826	0.2333298	0.2319133	0.2314721	0.2319264	0.2305096	0.2299374	0.2301769	0.2294430	0.2295117	0.2305536	0.2313887	0.2329989	0.2351136	0.2348968	0.2351321	0.235753	0.2346591	0.2342625	0.2347481	0.2334997	0.2329392	0.2330383	0.2336862	0.2330766	0.2329432	0.2333631	0.2345561	0.2331932	0.2327425	0.2330541	0.2339809	0.2344527	0.2354903	0.2370717	0.2388386	0.2379999	0.2373155	0.237202	0.237519	0.2349524	0.2328926	0.2315591	0.2309106	0.2306188	0.2309099	0.2316571	0.2325875	0.2305786	0.2288683	0.2280141	0.2286738	0.2291258	0.230992	0.2334621	0.2358200	0.2345515	0.2330954	0.2320449	0.2319379	0.2313472	0.2318257	0.233063	0.2347269	0.2331531	0.231827	0.230783	0.2301739	0.2303941	0.2290686	0.2286570	0.2288273	0.2293928	0.2301845	0.2287855	0.2276241	0.2268495	0.2265189	0.2267785	0.2261023	0.226086	0.2266811	0.2280084	0.2302393	0.2311747	0.2328764	0.2350464	0.2374223	0.2392803	0.2361434	0.232936	0.2308901	0.2305331
0.3329462	0.3023256	0.2810806	0.2667707	0.2579373	0.2497913	0.2447126	0.2388043	0.2338170	0.2291635	0.2266021	0.2245565	0.2211750	0.2175464	0.2158882	0.2150264	0.2132433	0.2122439	0.2121306	0.2126511	0.2128543	0.2113219	0.2090402	0.2067754	0.2065908	0.2081553	0.2073146	0.2051932	0.2057617	0.2064319	0.2049614	0.2037773	0.2042463	0.2060172	0.2061464	0.2041105	0.2034596	0.2024410	0.2015938	0.2012265	0.2012782	0.2026532	0.2050893	0.2052353	0.2055443	0.2035046	0.2020202	0.2012705	0.203795	0.2050707	0.2035548	0.2006231	0.1998770	0.1992177	0.2006992	0.2004774	0.2013448	0.200472	0.1996622	0.1983075	0.1986922	0.1984747	0.1989688	0.1981035	0.1992415	0.1989987	0.1990054	0.1982273	0.1982285	0.1982912	0.1992381	0.1990528	0.1983748	0.1968157	0.1970249	0.1972731	0.1979713	0.1970822	0.1964516	0.1938021	0.1943988	0.1947185	0.1958653	0.1970091	0.1987178	0.19905	0.1977585	0.1987825	0.1983086	0.1972686	0.1981981	0.1985544	0.1970630	0.1971562	0.1952719	0.1925511	0.1939874	0.1952203	0.1955217	0.1956747	0.1951499	0.1948801	0.1973509	0.1999173	0.2012990	0.2004319	0.1983355	0.1960093	0.1954665	0.1944861	0.1927406	0.1936299	0.1935595	0.1929345	0.1937570	0.1943159	0.1942572	0.1957268	0.1961677	0.1954425	0.1970282	0.1972751	0.1962115	0.1962873	0.1955433	0.1943940	0.1958028	0.1968646	0.1967406	0.1958483	0.1968025	0.196902	0.1954908	0.1931013	0.1953138	0.1967702	0.1972385	0.1974670	0.1986976	0.1997281	0.1999151	0.1993351	0.2002916	0.2002291	0.1988325	0.1969053	0.1976148	0.1980084	0.1975869	0.1970253	0.1970750	0.1970050	0.196008	0.1940681	0.1943989	0.1936874	0.1918473	0.1900464	0.1927772	0.1954847	0.1968622	0.1965078	0.1980082	0.1977398	0.1960621	0.1941953	0.1953530	0.1963369	0.1960363	0.1947211	0.1965911	0.1973968	0.1967316	0.1948310	0.1926456	0.1941465	0.1955106	0.1959669	0.1955158	0.1945406	0.1953401	0.1956845	0.1952819	0.1942281	0.1929881	0.1938106	0.1944897	0.1946131	0.1941920	0.1939058	0.1965277	0.1990216	0.2004118	0.2003322	0.1989529	0.1988259	0.1978025	0.1961451	0.1951037
0.3011913	0.2702794	0.2479352	0.2360181	0.2272539	0.2201074	0.2152111	0.2089901	0.2016749	0.1988601	0.1981906	0.1953192	0.1919179	0.1883724	0.1875241	0.1871137	0.1856299	0.1854102	0.18499	0.1833617	0.1838775	0.1841998	0.1805142	0.1782496	0.1781241	0.1790954	0.1792403	0.1776587	0.177747	0.1776738	0.1760268	0.1745789	0.1746115	0.1768890	0.1766534	0.1762203	0.1742113	0.1735379	0.1726824	0.1714474	0.1725396	0.1736252	0.1743429	0.1746291	0.1744413	0.1732485	0.1731103	0.1732012	0.1733213	0.1731381	0.1727031	0.1714663	0.1707115	0.1707723	0.1717093	0.1724265	0.172399	0.1713618	0.1706433	0.1698295	0.1694886	0.1687608	0.1708197	0.1727199	0.1716395	0.1707806	0.1706186	0.170178	0.1688893	0.1676776	0.1690265	0.169945	0.1702564	0.1694173	0.1681578	0.1668169	0.1686205	0.1697496	0.1687024	0.1674787	0.1669355	0.1671473	0.1678666	0.1686425	0.1696729	0.1697674	0.1690969	0.1692775	0.1685804	0.1670995	0.1685557	0.1694547	0.1695636	0.1690559	0.1681262	0.1672601	0.1675167	0.1679879	0.1681329	0.1682535	0.1678405	0.1673601	0.1692169	0.1706272	0.1706548	0.1704625	0.1689382	0.1669375	0.1669360	0.1665852	0.1656689	0.1661983	0.1658762	0.1645452	0.1663940	0.1675038	0.1677957	0.1685847	0.168507	0.1677379	0.1684009	0.1680389	0.1665084	0.1663930	0.1653866	0.164192	0.1661901	0.1680752	0.1684459	0.1678195	0.1685402	0.1683304	0.1668768	0.1659121	0.1665388	0.1677613	0.1679935	0.1677492	0.1691926	0.1700608	0.1696202	0.1688648	0.1697100	0.169955	0.1683661	0.1662880	0.1680814	0.1696366	0.1696713	0.1688476	0.1693821	0.1692112	0.1678615	0.1663085	0.1662495	0.1659206	0.1645156	0.1635346	0.1651428	0.1671141	0.1680075	0.168761	0.1690171	0.1690987	0.1678874	0.1662849	0.1673907	0.1681089	0.1674768	0.1667519	0.1681467	0.1693858	0.1690473	0.1672512	0.1655552	0.1668062	0.1682859	0.1685772	0.1676674	0.1667389	0.1677443	0.1687777	0.1687199	0.1676597	0.1667629	0.1673291	0.1681024	0.1679684	0.1668891	0.1661043	0.1683406	0.1705221	0.1710210	0.1694442	0.1669944	0.1678128	0.1682248	0.1676990	0.1681600
0.2778037	0.2495072	0.2276234	0.214289	0.2051750	0.1976982	0.1930142	0.1888058	0.1815178	0.1804344	0.1799872	0.177211	0.1737027	0.1692520	0.1688944	0.1685841	0.1688711	0.1681241	0.1673030	0.1654539	0.1661520	0.1659118	0.1626615	0.1607472	0.1607624	0.1600215	0.1621107	0.160483	0.1581264	0.1580669	0.1567133	0.1562699	0.1572185	0.1581004	0.1584730	0.1581902	0.1568997	0.1550624	0.1545766	0.1541163	0.154037	0.1539918	0.1545564	0.1550168	0.1551403	0.1551558	0.1543568	0.1535969	0.1528104	0.1519920	0.1525291	0.1526976	0.1520391	0.1516200	0.1533786	0.1550375	0.1538503	0.1524059	0.1520646	0.1521048	0.1520797	0.1525855	0.1519203	0.1516392	0.1516841	0.1510715	0.1512124	0.1506793	0.1496276	0.1490601	0.1499893	0.1510764	0.1517719	0.1518244	0.1501742	0.1494270	0.1500502	0.1510557	0.1502913	0.1492028	0.1490208	0.1490651	0.1491158	0.1491151	0.1499879	0.1505324	0.1506863	0.1504268	0.1500388	0.149818	0.1495118	0.1495004	0.1494556	0.1495432	0.1496049	0.1497697	0.1494739	0.1490022	0.1483959	0.1492468	0.1498295	0.1499856	0.1503488	0.1500145	0.1490726	0.1491140	0.1486718	0.1479394	0.1481639	0.1486812	0.1492095	0.1489546	0.1489173	0.1495407	0.1491909	0.1495458	0.1502173	0.1502401	0.1503275	0.1505999	0.1498375	0.1491564	0.1483995	0.1472345	0.1461467	0.145769	0.1467031	0.1480834	0.1491219	0.1499252	0.1491216	0.1481566	0.1469379	0.1460041	0.1464662	0.1471707	0.1474942	0.1476884	0.1483268	0.1486133	0.1481183	0.1476872	0.1483281	0.1490268	0.1489681	0.1486521	0.1491863	0.1496890	0.1497408	0.1496911	0.1493526	0.1489199	0.1480954	0.1472848	0.1470072	0.1467992	0.1463705	0.1461636	0.1466690	0.1472234	0.1471145	0.1464783	0.1477995	0.1485917	0.1487671	0.1490822	0.1486438	0.1485131	0.1482169	0.1480984	0.1486662	0.1492112	0.1490546	0.1483628	0.1479187	0.1479892	0.1483577	0.1482616	0.1475056	0.1469017	0.1476660	0.1485473	0.1486440	0.1479573	0.147175	0.1477834	0.1483529	0.1482854	0.1477458	0.1477327	0.1485342	0.1495576	0.1495533	0.1483699	0.1472382	0.1468036	0.1469878	0.1473044	0.1487884
0.2579239	0.2336369	0.2129577	0.1992700	0.1905575	0.1825398	0.1772367	0.1732057	0.1687302	0.1668295	0.1661099	0.1632822	0.1600977	0.1567784	0.1570011	0.1556478	0.1558732	0.1553935	0.1544418	0.1534948	0.1521762	0.150529	0.1493412	0.1472088	0.1484198	0.1486870	0.1490156	0.1490229	0.1466781	0.1459166	0.1462537	0.1471561	0.1468369	0.1462452	0.1451031	0.1445078	0.1445117	0.1432422	0.1435796	0.1431904	0.1429712	0.1424519	0.1420791	0.1422463	0.1425083	0.1424953	0.1418543	0.1412358	0.1403670	0.1400373	0.1406271	0.1411036	0.1405099	0.1404645	0.1407037	0.1412556	0.1405171	0.1397492	0.1396391	0.1402506	0.1397965	0.1391722	0.1382763	0.1377013	0.1386542	0.1397897	0.1388425	0.1378529	0.1373777	0.1378382	0.1383834	0.1391509	0.1388758	0.1383084	0.1377570	0.1377101	0.1377735	0.1375355	0.1377719	0.1378379	0.1375710	0.1376504	0.1376281	0.1375878	0.1375902	0.1378616	0.1382784	0.1380129	0.1379217	0.1379483	0.1367158	0.1357749	0.1356032	0.1359332	0.1367185	0.1371702	0.1374125	0.1371762	0.1370828	0.1375243	0.1384369	0.1394381	0.1383249	0.1371653	0.1362664	0.1357824	0.1356036	0.1360215	0.1357940	0.1364185	0.1372430	0.1368699	0.1367136	0.1369646	0.1366719	0.1366586	0.1369338	0.1371279	0.1372860	0.1372022	0.1367602	0.1362598	0.1360637	0.1346570	0.1339133	0.1340335	0.1340922	0.1346471	0.1352745	0.1353862	0.1350469	0.1342311	0.133492	0.1331074	0.1331191	0.1334704	0.1339828	0.1345528	0.134616	0.1345039	0.1341246	0.1337291	0.1344914	0.1354878	0.1367677	0.1381283	0.1369869	0.1360259	0.1355349	0.1353335	0.1350123	0.1347587	0.1345298	0.1344173	0.1341594	0.1341793	0.1344688	0.1349017	0.134586	0.1343180	0.1341136	0.1340988	0.1343570	0.1347480	0.1350951	0.1352982	0.1352180	0.1351599	0.1353293	0.1355894	0.1355036	0.1353125	0.1350559	0.1349600	0.1351516	0.1345938	0.1343263	0.1342022	0.1339608	0.1337467	0.1341332	0.1344915	0.1345597	0.1344227	0.1344691	0.1344277	0.1346087	0.1346711	0.1345846	0.1345734	0.1350125	0.1353234	0.135139	0.1344431	0.1335309	0.1330272	0.1328379	0.1333127	0.1351714
0.2462455	0.2210246	0.2010476	0.1889007	0.1807293	0.1732923	0.1680364	0.1633892	0.1593589	0.1567489	0.1556004	0.1539792	0.1512972	0.1489571	0.1481611	0.1473048	0.1472294	0.1455038	0.1446182	0.1429200	0.1416618	0.1407451	0.1405595	0.1386812	0.1387160	0.1388152	0.1395877	0.1395093	0.1381897	0.1376989	0.1384846	0.1389534	0.1377395	0.1374990	0.1359066	0.1340366	0.1345678	0.1351828	0.1347608	0.1347947	0.1345515	0.1334578	0.1333536	0.1335733	0.1333941	0.1331428	0.1325910	0.1320279	0.1320327	0.1325047	0.1324597	0.1327032	0.1318092	0.1307738	0.1307260	0.1302983	0.1297827	0.1294177	0.1292842	0.1297479	0.1298959	0.1294454	0.1289395	0.1285627	0.1294344	0.1303068	0.1294967	0.1284096	0.1283701	0.1289159	0.1295733	0.1299700	0.1290675	0.127972	0.1284659	0.1292354	0.1295350	0.1297088	0.1289634	0.1286646	0.1289948	0.1296188	0.1294257	0.1294171	0.1286054	0.1285601	0.1286813	0.1287727	0.1284863	0.1278728	0.1268717	0.1257763	0.1252079	0.1260788	0.1276399	0.1292303	0.1290338	0.1289868	0.1294809	0.1291110	0.1291933	0.1293067	0.1286804	0.1280626	0.1278759	0.1268073	0.1261324	0.1255979	0.1262585	0.1267300	0.1270445	0.1269387	0.1266641	0.1263513	0.1266573	0.1269149	0.1270841	0.1274163	0.1276198	0.1275871	0.1270512	0.1261966	0.1251038	0.1251074	0.1250984	0.1250056	0.1251332	0.1252636	0.1255263	0.1255266	0.1250438	0.1243333	0.1239797	0.1241975	0.1238976	0.1242068	0.1249207	0.1253345	0.1255944	0.1254189	0.1254199	0.1258475	0.1256126	0.1259715	0.1268231	0.1273678	0.1267659	0.1257567	0.1249604	0.1245201	0.1246417	0.1249341	0.1251693	0.1251798	0.1253257	0.1254660	0.1258564	0.1262013	0.1258928	0.1256153	0.1258375	0.1262553	0.1257047	0.1252340	0.1251018	0.1251407	0.1252225	0.1255392	0.1261650	0.1265954	0.1261920	0.1254602	0.1248712	0.1245026	0.1243030	0.1241591	0.1241951	0.1244850	0.1250301	0.1254912	0.1251837	0.1248076	0.1247129	0.1248613	0.1249361	0.1250418	0.1250818	0.1253526	0.1258016	0.1260612	0.1261048	0.1258470	0.1255833	0.1253712	0.1249724	0.1241381	0.1234842	0.1235974	0.1247984
0.2393229	0.2119113	0.1930092	0.1802013	0.172362	0.166855	0.1627015	0.1580753	0.1529847	0.1480050	0.1465071	0.1453507	0.1433796	0.1410054	0.1381642	0.1384508	0.1391672	0.1379664	0.1366637	0.1343604	0.1330469	0.1338371	0.1338515	0.1322847	0.1306524	0.1306388	0.1309808	0.1312716	0.1294089	0.1288569	0.1299439	0.1296856	0.1287896	0.1278815	0.1269413	0.1269425	0.1269008	0.1273646	0.1270473	0.1264612	0.1266710	0.1265068	0.1260074	0.1261967	0.1257329	0.1252096	0.1251812	0.1253537	0.1248377	0.1244439	0.1243792	0.1244394	0.1242731	0.1243211	0.1235095	0.1225244	0.1214482	0.1204346	0.1206212	0.1210535	0.1224111	0.1233534	0.1225056	0.1218794	0.1218787	0.1220766	0.1216523	0.1212258	0.1212703	0.1216338	0.1218842	0.1218830	0.1215101	0.1214168	0.1217073	0.1221794	0.1225872	0.1225092	0.1213050	0.1205421	0.1214355	0.1221482	0.1214465	0.1202620	0.1201946	0.1207867	0.1217655	0.1213102	0.1208913	0.1203004	0.1193716	0.1184179	0.1181322	0.1184289	0.1195642	0.1208612	0.1209035	0.1209909	0.1211948	0.1210531	0.1208	0.1204273	0.1200784	0.1196812	0.1194053	0.1190345	0.1191163	0.1196620	0.1192831	0.1190716	0.1188443	0.1190142	0.1190172	0.1190564	0.1192105	0.1195436	0.1199879	0.1199378	0.1200303	0.1201226	0.119642	0.1190720	0.1186464	0.1184262	0.1185652	0.1188781	0.1183132	0.1180528	0.1182664	0.1184654	0.1176293	0.1166985	0.1161041	0.1158938	0.1163297	0.1172360	0.1186046	0.1198275	0.1194149	0.1188210	0.1186313	0.1186526	0.1184311	0.1183600	0.1184908	0.1183463	0.1182284	0.1177423	0.1172684	0.1169569	0.1174584	0.1181082	0.1188346	0.1193183	0.1191027	0.1187971	0.1188205	0.1190015	0.118711	0.1186216	0.1189834	0.1193741	0.1187084	0.1179620	0.1175209	0.1174065	0.1174676	0.1179211	0.1187681	0.1195284	0.1187989	0.1178912	0.1172159	0.1166632	0.1160632	0.1163648	0.1166508	0.1171316	0.1179830	0.1188688	0.1180337	0.1173053	0.1171450	0.1175803	0.1182461	0.1179209	0.1178297	0.1183276	0.1193630	0.1204166	0.1196641	0.1188814	0.1185444	0.1186747	0.1188887	0.1177071	0.1168584	0.1169099	0.1180258
0.2309995	0.2047913	0.1860556	0.1725883	0.1643617	0.1603555	0.1557900	0.1501305	0.1462327	0.14222	0.1398549	0.1377262	0.1364459	0.1344396	0.1325844	0.1327788	0.1322499	0.1310077	0.1294005	0.1275700	0.1267786	0.126193	0.1261773	0.1254754	0.1243846	0.1239348	0.1239524	0.1246838	0.1231974	0.1216499	0.1226574	0.1231346	0.1212837	0.1206221	0.1205164	0.1197842	0.1202978	0.1195855	0.1197245	0.1195803	0.1197999	0.1186558	0.118418	0.1186160	0.1188386	0.1188061	0.1187757	0.1183974	0.1183228	0.1177750	0.1169610	0.1162230	0.1171614	0.1177706	0.1176098	0.1168002	0.1157173	0.1148733	0.1149358	0.1155381	0.1164619	0.1168793	0.1164606	0.1155792	0.1150624	0.1149377	0.1150463	0.115023	0.1155511	0.1156108	0.1151286	0.1145240	0.1147097	0.1155260	0.1159927	0.1163188	0.116125	0.1152683	0.1144752	0.1141263	0.1151506	0.1157823	0.1145568	0.1129283	0.1129827	0.1134376	0.1135747	0.1141356	0.1143104	0.1142043	0.1133976	0.1124918	0.1117518	0.1119278	0.1120814	0.1119189	0.1128361	0.1132457	0.1133325	0.1136338	0.1136156	0.1132778	0.1128308	0.112213	0.1115119	0.1119123	0.1124703	0.1129826	0.1128449	0.1127815	0.112991	0.1127549	0.1127844	0.1130696	0.1130443	0.1131633	0.1132073	0.1131746	0.1131299	0.1131906	0.1131207	0.1131891	0.1133718	0.1127650	0.1123564	0.1122100	0.1116892	0.1114696	0.1116612	0.1117706	0.1111336	0.1103244	0.1097505	0.1094914	0.1101426	0.1111877	0.1126194	0.1138699	0.1134773	0.1128723	0.1125572	0.1122981	0.1121061	0.1118950	0.1118731	0.1119874	0.1115681	0.1113499	0.1115570	0.1121392	0.1122272	0.1127353	0.1136766	0.1144101	0.1137266	0.1128249	0.1122643	0.1120814	0.1120019	0.1122167	0.1125758	0.1125769	0.1124025	0.1118212	0.1112988	0.1109381	0.1109660	0.1112333	0.1117432	0.1120669	0.1118874	0.1114692	0.1112330	0.1112572	0.1114104	0.1109991	0.1107603	0.1108602	0.1111737	0.1110748	0.1110104	0.1105638	0.1104121	0.1107265	0.1112019	0.1111796	0.1113292	0.1119557	0.1128984	0.1134983	0.1132164	0.1125919	0.1122597	0.1122474	0.1120320	0.1116182	0.1112460	0.1116029	0.1125700
0.2207522	0.1952329	0.1783839	0.1677886	0.1580852	0.1530056	0.1493535	0.144103	0.1385254	0.1364489	0.1346254	0.1326102	0.1300449	0.1278753	0.1264447	0.1267138	0.1252177	0.1239543	0.1223672	0.1220293	0.1208416	0.1194808	0.1195248	0.1194458	0.1181263	0.1180263	0.1168441	0.1171658	0.115594	0.1154485	0.1157587	0.1160099	0.1152099	0.1154584	0.1144158	0.1142587	0.1145840	0.1136546	0.1145413	0.1147539	0.1143382	0.1120897	0.1116216	0.1120952	0.1125881	0.1132611	0.1132318	0.1134508	0.1130000	0.1123104	0.1112752	0.1108682	0.1112321	0.1121719	0.1118823	0.1115356	0.1107922	0.1107334	0.1104321	0.1107044	0.1108649	0.1111792	0.1102444	0.1094338	0.1084415	0.1084419	0.1094060	0.1108048	0.1105868	0.1101337	0.108923	0.1081953	0.1078650	0.1084374	0.1100424	0.1112221	0.1100283	0.1087629	0.1083859	0.1091699	0.1095297	0.1097135	0.1089190	0.1081011	0.1075435	0.1075433	0.1078662	0.1078194	0.107981	0.1082205	0.1078293	0.1075829	0.1074749	0.1068203	0.1063956	0.1066037	0.1065453	0.1069077	0.1072745	0.1076226	0.1077251	0.107485	0.1069134	0.1063357	0.1061942	0.1059904	0.1061212	0.1061708	0.1063734	0.1064694	0.1066829	0.1066266	0.1068080	0.1070115	0.1071184	0.1071627	0.1072469	0.1066474	0.1062922	0.1064208	0.1065655	0.1070465	0.1072564	0.1067398	0.1058496	0.1050695	0.1049816	0.1050846	0.1052903	0.1053980	0.1051081	0.1047477	0.1046238	0.1049619	0.1050182	0.1055190	0.1061822	0.1066998	0.1069493	0.1069780	0.1069663	0.1070093	0.1065109	0.1061317	0.1058985	0.1057212	0.1055726	0.1055753	0.1059512	0.1066483	0.1068254	0.1073406	0.1081571	0.1086109	0.1079439	0.1068771	0.1059837	0.1053967	0.1057388	0.1062989	0.1069277	0.1074051	0.1069605	0.1063726	0.1059024	0.1056751	0.1052726	0.1051472	0.1052255	0.1054016	0.1055258	0.1057068	0.1060046	0.1064615	0.1068136	0.1062198	0.1055622	0.1051666	0.1050964	0.1053247	0.1047031	0.1043308	0.1041707	0.1041110	0.1041688	0.1045888	0.1051423	0.1057909	0.1064809	0.1068408	0.1067559	0.1063768	0.1061296	0.1061151	0.106143	0.1057685	0.1056857	0.1063324	0.1076742
0.2138460	0.1875812	0.1710454	0.1602129	0.1522847	0.1456503	0.1410999	0.1358672	0.1318303	0.1305737	0.1288375	0.1282099	0.1246471	0.1217818	0.1208927	0.121197	0.1192447	0.1179534	0.1163968	0.1159866	0.1151148	0.1142761	0.1127866	0.1128931	0.1123689	0.1116147	0.1100954	0.1095496	0.1088390	0.1093563	0.1097893	0.1097480	0.1093741	0.1101704	0.1092108	0.1087301	0.1082452	0.1076625	0.1083283	0.1086851	0.1075283	0.1064831	0.1060121	0.106	0.1064279	0.1067208	0.1071788	0.1075947	0.1079947	0.1076199	0.1063095	0.1050538	0.1054115	0.1058578	0.1056564	0.1047523	0.1049502	0.1051811	0.1050346	0.1048689	0.1045904	0.1039080	0.1037604	0.1028082	0.1021842	0.1018262	0.1035956	0.1051806	0.1049612	0.1035542	0.1028530	0.1020215	0.1017630	0.1021726	0.1041499	0.1050393	0.1035453	0.1016031	0.1020201	0.1030769	0.1037122	0.1035616	0.1035998	0.1033198	0.102747	0.1022716	0.1020286	0.1018674	0.1017218	0.1016582	0.1021320	0.1026572	0.1028440	0.1019523	0.1009937	0.1004906	0.1008370	0.1015977	0.1024078	0.1025353	0.1025221	0.1024324	0.1016001	0.1009026	0.1005465	0.1006054	0.1008167	0.1008748	0.1007821	0.1004060	0.1000158	0.1006130	0.1012455	0.1016368	0.1015659	0.1011625	0.1006401	0.1001791	0.09968514	0.09930996	0.1000786	0.1009221	0.1014244	0.1008050	0.0999049	0.09922382	0.09917277	0.09939235	0.0995266	0.0995743	0.0996946	0.0997912	0.09984197	0.09979511	0.1001929	0.1004416	0.1004876	0.1003342	0.1010848	0.1015525	0.1016373	0.1013519	0.1012530	0.1009200	0.1005339	0.1002054	0.1001650	0.1001979	0.1002087	0.1002135	0.1009749	0.1016750	0.1021939	0.1024094	0.1018154	0.1010056	0.1003264	0.10017	0.1002805	0.1008946	0.1015812	0.1018750	0.1017668	0.1012591	0.1007056	0.1002171	0.09990188	0.09967538	0.09950805	0.09942899	0.09994968	0.1005252	0.1010913	0.1015829	0.1016179	0.1013445	0.1006182	0.09984328	0.0991411	0.09855588	0.09863917	0.09877528	0.09884926	0.09873546	0.09847057	0.09912613	0.09965496	0.1000332	0.1003913	0.100812	0.1005324	0.1003242	0.1001529	0.1000433	0.1000388	0.0998328	0.09989901	0.1002652	0.1008044
